,aluminium,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,target
3740,0.09,0.62,3.3,0.02,7.71,0.03,0.05,1.38,0.26,0.005,0.033,7.54,2.48,0.007,11.43,2.42,0.09,0.26,0.02,1
3741,0.01,0.99,0.97,0.06,1.61,0.74,0.04,0.15,0.09,0.0,0.165,16.93,1.58,0.003,26.45,3.86,0.01,0.43,0.0,1
3742,0.15,0.05,2.96,0.08,7.08,0.61,0.07,0.48,0.13,0.001,0.095,15.12,1.52,0.002,21.61,4.2,0.09,0.08,0.03,1
3743,0.1,0.1,2.31,0.04,0.63,0.52,0.04,0.72,0.42,0.004,0.009,10.1,1.65,0.002,9.62,5.1,0.05,0.28,0.09,1
3744,0.3,0.47,2.62,0.02,6.37,0.35,0.09,0.54,0.73,0.73,0.126,11.56,1.71,0.007,49.81,7.9,0.02,0.17,0.06,1
3745,0.2,0.4,4.64,0.05,8.04,0.55,0.1,1.48,0.99,0.99,0.162,1.7,1.66,0.003,22.98,7.87,0.02,0.31,0.04,1
3746,0.06,0.45,3.06,0.06,3.83,0.4,0.08,1.05,0.57,0.57,0.196,7.58,1.47,0.003,32.77,6.43,0.01,0.31,0.08,1
3747,0.03,0.43,2.66,0.08,6.72,0.09,0.02,0.56,0.5,0.5,0.096,6.86,2.2,0.002,35.04,3.54,0.1,0.05,0.01,1
3748,0.02,0.76,2.59,0.03,7.07,0.25,0.04,0.51,0.93,0.93,0.152,12.35,1.52,0.008,13.91,1.65,0.04,0.18,0.03,1
3749,0.25,0.15,1.78,0.03,3.54,0.24,0.04,0.55,0.38,0.005,0.16,4.05,1.81,0.008,42.1,7.56,0.02,0.47,0.06,1
3750,0.1,0.64,3.13,0.06,2.15,0.79,0.0,0.91,0.7,0.7,0.041,14.17,1.68,0.005,36.25,6.38,0.02,0.34,0.07,1
3751,0.13,0.65,2.92,0.13,1.65,0.15,0.08,0.26,0.51,0.51,0.122,3.7,2.2,0.008,2.84,3.91,0.06,0.48,0.04,1
3752,0.03,0.65,2.79,0.13,0.73,0.17,0.03,0.11,0.52,0.52,0.018,8.08,2.09,0.001,36.04,0.35,0.08,0.22,0.05,1
3753,0.2,0.85,3.04,0.05,4.34,0.57,0.05,0.07,0.78,0.78,0.196,10.56,1.86,0.005,40.86,2.3,0.07,0.44,0.03,1
3754,0.08,0.13,2.89,0.05,4.26,0.6,0.01,0.03,0.18,0.006,0.061,14.6,1.57,0.003,28.08,5.06,0.09,0.22,0.04,1
3755,0.04,0.28,3.59,0.08,7.56,0.34,0.1,1.43,0.32,0.007,0.097,9.03,1.65,0.007,42.46,0.64,0.05,0.17,0.01,1
3756,0.02,1.0,3.85,0.06,4.0,0.75,0.04,0.18,0.49,0.008,0.04,6.81,1.87,0.007,28.43,5.34,0.04,0.03,0.06,1
3757,0.04,0.25,0.55,0.04,3.81,0.28,0.02,0.63,0.74,0.74,0.152,8.02,1.93,0.005,44.57,5.94,0.07,0.22,0.02,1
3758,0.06,0.51,1.18,0.07,1.28,0.76,0.07,0.26,0.92,0.92,0.105,4.64,1.82,0.006,50.57,7.42,0.01,0.33,0.04,1
3759,0.1,0.18,2.36,0.13,6.72,0.06,0.01,0.94,0.51,0.51,0.198,11.05,1.68,0.008,44.13,7.92,0.08,0.09,0.03,1
3760,0.04,0.05,1.29,0.01,8.23,0.33,0.03,1.31,0.76,0.76,0.088,9.79,1.17,0.01,30.94,7.38,0.1,0.35,0.06,1
3761,0.09,0.05,2.26,0.12,4.84,0.15,0.04,0.63,0.74,0.74,0.132,11.09,2.04,0.009,57.51,6.68,0.1,0.11,0.05,1
3762,0.11,0.76,4.53,0.06,4.52,0.31,0.09,1.42,0.97,0.97,0.196,5.87,1.73,0.003,16.66,2.91,0.1,0.39,0.01,1
3763,0.01,0.74,3.36,0.1,6.03,0.3,0.06,1.08,0.41,0.004,0.008,10.89,2.03,0.008,47.43,3.4,0.08,0.29,0.02,1
3764,0.01,0.34,0.79,0.01,6.08,0.85,0.03,1.17,0.26,0.004,0.135,11.47,2.37,0.009,10.55,5.16,0.06,0.17,0.0,1
3765,0.02,0.73,2.76,0.02,0.6,0.46,0.05,0.01,0.92,0.92,0.101,15.97,1.36,0.007,4.87,6.0,0.01,0.01,0.04,1
3766,0.02,0.85,3.89,0.02,5.0,0.71,0.02,1.32,0.86,0.86,0.034,3.95,1.39,0.006,51.18,7.16,0.02,0.21,0.09,1
3767,0.2,0.52,2.32,0.09,6.46,0.57,0.05,1.25,0.06,0.005,0.048,0.92,2.08,0.008,21.85,1.0,0.08,0.28,0.03,1
3768,0.06,0.24,3.84,0.11,6.66,0.89,0.08,1.27,0.0,0.001,0.117,13.78,1.94,0.005,26.87,4.06,0.1,0.33,0.03,1
3769,0.06,0.82,1.59,0.11,3.99,0.38,0.04,0.92,0.44,0.004,0.184,10.4,1.28,0.007,48.77,4.07,0.04,0.11,0.08,1
3770,0.14,0.83,3.26,0.01,6.3,0.15,0.03,1.16,0.72,0.72,0.156,1.38,1.62,0.01,49.41,4.28,0.09,0.34,0.08,1
3771,0.0,0.9,0.5,0.03,1.66,0.12,0.05,0.31,0.43,0.0,0.102,2.2,1.59,0.001,51.39,5.01,0.02,0.2,0.03,1
3772,0.14,0.99,1.34,0.05,5.99,0.72,0.02,0.15,0.24,0.004,0.154,12.7,1.54,0.006,14.66,0.02,0.06,0.45,0.01,1
3773,0.14,0.23,3.25,0.12,1.4,0.68,0.03,0.49,0.11,0.003,0.075,19.04,1.46,0.004,50.4,7.3,0.08,0.04,0.04,1
3774,0.11,0.29,1.22,0.08,1.52,0.16,0.1,0.08,0.52,0.52,0.022,12.27,2.11,0.009,16.65,5.84,0.05,0.41,0.07,1
3775,0.01,0.43,3.41,0.1,2.83,0.25,0.07,0.53,0.62,0.62,0.188,5.5,2.02,0.009,14.49,7.9,0.07,0.13,0.08,1
3776,0.0,0.36,4.41,0.09,7.38,0.13,0.07,0.7,0.11,0.001,0.053,14.58,1.5,0.008,36.99,1.72,0.1,0.03,0.06,1
3777,0.06,0.23,2.6,0.04,2.92,0.31,0.07,0.28,0.46,0.006,0.113,12.43,2.72,0.005,18.68,1.64,0.1,0.3,0.07,1
3778,0.07,0.28,4.44,0.12,6.85,0.05,0.02,0.47,0.42,0.009,0.087,0.9,1.65,0.006,46.29,3.02,0.02,0.31,0.06,1
3779,0.19,0.66,1.5,0.04,1.76,0.88,0.08,1.33,0.37,0.003,0.077,17.73,2.21,0.007,32.78,5.13,0.05,0.2,0.06,1
3780,0.1,0.76,2.52,0.06,0.53,0.4,0.1,0.14,0.44,0.008,0.155,6.65,1.44,0.01,25.1,1.05,0.02,0.43,0.02,1
3781,0.11,0.93,3.81,0.13,1.72,0.86,0.09,0.59,0.61,0.61,0.008,13.28,1.69,0.001,57.36,6.26,0.08,0.2,0.06,1
3782,0.03,0.79,3.64,0.11,7.98,0.51,0.09,0.62,0.35,0.004,0.198,8.71,1.67,0.001,26.8,4.0,0.06,0.11,0.0,1
3783,0.08,0.16,1.14,0.09,6.81,0.84,0.0,0.91,0.38,0.008,0.019,4.37,1.55,0.008,8.04,6.98,0.03,0.18,0.04,1
3784,0.24,0.72,4.07,0.01,5.83,0.28,0.06,1.4,0.7,0.7,0.115,14.88,1.43,0.005,49.58,5.95,0.07,0.47,0.07,1
3785,0.0,0.68,0.87,0.08,4.11,0.51,0.08,0.31,0.84,0.84,0.1,14.96,1.26,0.004,58.27,1.82,0.03,0.5,0.06,1
3786,0.11,0.65,2.96,0.06,5.96,0.6,0.09,0.0,0.51,0.51,0.169,5.56,1.61,0.001,16.04,1.05,0.1,0.24,0.02,1
3787,0.01,0.08,1.64,0.01,3.1,0.87,0.04,0.45,0.59,0.59,0.053,4.79,1.87,0.005,41.56,7.63,0.08,0.49,0.04,1
3788,0.37,1.04,4.03,0.1,2.38,0.22,0.01,0.05,0.3,0.003,0.142,4.08,1.24,0.008,22.63,6.31,0.05,0.33,0.02,1
3789,0.29,0.92,2.55,0.08,3.26,0.02,0.06,0.74,0.32,0.005,0.008,1.88,2.74,0.001,22.67,4.13,0.0,0.06,0.04,1
3790,0.06,0.7,2.67,0.03,6.8,0.01,0.01,0.95,0.62,0.62,0.021,11.21,1.25,0.005,17.02,6.67,0.08,0.24,0.07,1
3791,0.03,0.36,2.02,0.02,7.04,0.36,0.03,1.1,0.38,0.005,0.044,7.31,1.62,0.006,43.93,2.27,0.06,0.24,0.0,1
3792,0.27,0.72,0.9,0.07,2.34,0.1,0.02,1.33,0.16,0.003,0.004,19.23,2.06,0.001,23.47,5.77,0.08,0.08,0.04,1
3793,0.02,0.58,1.75,0.07,3.55,0.83,0.02,0.33,0.89,0.89,0.048,13.07,2.21,0.006,24.32,3.93,0.06,0.41,0.08,1
3794,0.16,0.73,1.3,0.09,4.85,0.87,0.02,1.18,0.71,0.71,0.162,7.34,1.5,0.001,18.02,0.62,0.07,0.06,0.03,0
3795,0.08,0.48,2.85,0.02,1.01,0.79,0.06,0.63,0.99,0.99,0.005,15.02,1.99,0.01,15.37,7.59,0.0,0.44,0.06,1
3796,0.01,0.13,2.71,0.12,1.66,0.25,0.06,1.15,0.69,0.69,0.121,3.3,1.69,0.003,32.62,7.55,0.1,0.01,0.03,1
3797,0.05,1.0,2.7,0.08,4.7,0.77,0.05,0.4,0.59,0.59,0.178,5.46,1.31,0.004,25.22,4.83,0.02,0.1,0.02,0
3798,0.02,0.95,3.99,0.01,6.95,0.43,0.02,0.32,0.29,0.008,0.198,16.39,2.36,0.001,18.68,4.9,0.06,0.16,0.01,1
3799,0.03,0.29,4.18,0.05,8.0,0.7,0.05,0.65,0.64,0.64,0.12,3.85,2.47,0.002,25.71,3.9,0.05,0.41,0.04,1
3800,0.03,0.93,0.9,0.03,4.66,0.54,0.02,0.33,0.58,0.58,0.113,8.5,1.72,0.01,25.92,1.84,0.02,0.11,0.0,1
3801,0.05,0.81,1.3,0.11,1.05,0.53,0.05,0.88,0.93,0.93,0.076,15.42,1.08,0.009,52.77,6.6,0.05,0.34,0.05,1
3802,0.01,0.72,0.3,0.09,1.2,0.28,0.05,0.66,0.93,0.93,0.155,17.45,1.45,0.002,15.08,7.2,0.07,0.14,0.04,1
3803,0.15,0.29,4.23,0.03,1.51,0.88,0.02,0.38,0.84,0.84,0.064,7.74,1.2,0.005,7.6,3.72,0.07,0.42,0.06,1
3804,0.19,0.97,1.94,0.05,7.41,0.24,0.08,0.61,0.2,0.001,0.03,2.19,1.18,0.009,6.02,3.6,0.0,0.37,0.04,1
3805,0.02,0.61,1.95,0.13,1.66,0.19,0.09,0.21,0.98,0.98,0.01,2.79,1.79,0.002,22.67,1.54,0.09,0.16,0.01,1
3806,0.07,0.75,1.27,0.09,6.19,0.2,0.01,1.34,0.48,0.003,0.162,2.91,2.03,0.008,36.61,3.71,0.03,0.0,0.07,1
3807,0.08,0.88,3.68,0.01,5.9,0.12,0.08,0.33,0.6,0.6,0.16,6.24,1.46,0.003,58.16,4.33,0.02,0.39,0.07,1
3808,0.01,0.93,2.79,0.01,5.85,0.07,0.09,0.11,0.19,0.004,0.133,13.55,1.91,0.005,24.59,0.18,0.0,0.36,0.08,1
3809,0.04,0.76,2.09,0.01,7.18,0.3,0.08,0.21,0.54,0.54,0.097,17.83,1.78,0.009,34.26,3.17,0.05,0.26,0.05,1
3810,0.1,0.11,1.99,0.11,3.14,0.05,0.04,0.11,0.41,0.0,0.003,1.7,1.54,0.004,36.84,0.16,0.05,0.17,0.09,1
3811,0.08,0.7,1.83,0.01,3.79,0.31,0.05,0.52,0.51,0.51,0.125,10.07,1.59,0.002,42.23,2.38,0.04,0.31,0.01,1
3812,0.04,0.87,2.49,0.03,3.35,0.1,0.02,0.59,0.85,0.85,0.025,1.69,1.66,0.001,52.18,7.88,0.03,0.28,0.08,1
3813,0.0,0.69,2.46,0.02,1.69,0.06,0.01,0.01,0.95,0.95,0.006,1.48,1.95,0.01,38.88,6.59,0.04,0.46,0.08,1
3814,0.09,0.04,1.36,0.01,7.32,0.88,0.03,1.41,0.82,0.82,0.023,9.75,1.85,0.0,9.78,4.86,0.09,0.37,0.02,1
3815,0.21,0.28,1.63,0.08,0.18,0.44,0.04,1.35,0.27,0.004,0.026,7.33,2.16,0.009,1.19,6.8,0.07,0.34,0.06,1
3816,0.03,0.21,0.93,0.04,5.16,0.86,0.08,0.52,0.62,0.62,0.022,13.28,1.97,0.003,15.67,7.79,0.04,0.43,0.01,1
3817,0.05,0.78,3.55,0.12,0.41,0.16,0.0,0.98,0.91,0.91,0.187,8.99,1.43,0.004,21.35,1.7,0.02,0.08,0.05,1
3818,0.19,0.1,0.18,0.09,1.29,0.54,0.07,1.33,0.55,0.55,0.116,12.14,1.68,0.009,11.32,0.46,0.03,0.0,0.03,0
3819,0.05,0.56,3.68,0.11,3.49,0.67,0.01,0.48,0.65,0.65,0.125,14.42,2.07,0.0,57.36,6.85,0.06,0.11,0.06,1
3820,0.11,0.08,1.16,0.1,6.28,0.83,0.07,0.25,0.54,0.54,0.023,8.96,1.54,0.008,49.56,2.6,0.03,0.4,0.09,1
3821,0.01,0.11,1.81,0.01,5.3,0.51,0.06,0.5,0.89,0.89,0.062,7.76,1.41,0.007,50.29,4.02,0.1,0.36,0.04,1
3822,0.14,0.52,1.6,0.1,4.57,0.71,0.02,1.23,0.02,0.006,0.048,10.62,1.82,0.002,13.1,1.76,0.1,0.44,0.01,1
3823,0.17,0.31,4.04,0.04,6.52,0.04,0.08,0.92,0.48,0.006,0.037,6.61,1.89,0.007,2.62,5.33,0.05,0.1,0.05,1
3824,0.01,0.46,3.14,0.01,2.82,0.49,0.03,1.19,0.27,0.003,0.13,5.15,2.09,0.009,53.99,3.95,0.07,0.49,0.06,1
3825,0.2,0.67,2.11,0.08,6.82,0.8,0.08,1.34,0.79,0.79,0.037,7.41,1.36,0.01,13.13,4.53,0.05,0.01,0.08,1
3826,0.02,0.14,1.04,0.03,5.81,0.64,0.01,1.05,0.56,0.56,0.174,13.88,1.96,0.006,12.52,4.39,0.06,0.34,0.07,1
3827,0.19,1.0,2.39,0.07,4.67,0.35,0.08,1.47,0.9,0.9,0.097,2.86,1.33,0.003,58.27,7.8,0.01,0.11,0.01,1
3828,0.1,0.18,4.32,0.03,7.28,0.88,0.01,0.0,0.0,0.003,0.12,2.18,1.39,0.008,34.45,0.27,0.03,0.46,0.01,1
3829,0.05,0.19,3.45,0.03,4.62,0.43,0.08,0.07,0.29,0.002,0.155,12.02,1.26,0.002,39.67,0.02,0.07,0.05,0.01,0
3830,0.2,0.48,2.52,0.05,5.28,0.74,0.04,0.61,0.53,0.53,0.105,9.16,1.31,0.007,14.18,2.76,0.02,0.44,0.07,1
3831,0.04,0.28,4.66,0.08,1.39,0.81,0.02,0.94,0.15,0.008,0.042,2.17,1.63,0.008,3.23,1.71,0.05,0.49,0.02,1
3832,0.07,0.33,1.32,0.02,2.76,0.44,0.06,0.28,0.19,0.001,0.059,9.93,1.84,0.006,46.95,2.08,0.06,0.5,0.08,1
3833,0.08,0.35,2.71,0.09,4.25,0.32,0.08,0.32,0.01,0.004,0.021,1.47,1.18,0.002,41.75,2.31,0.0,0.03,0.02,0
3834,0.18,0.29,0.92,0.05,6.72,0.19,0.03,1.35,1.0,1.0,0.158,0.91,1.47,0.009,21.08,4.71,0.01,0.22,0.07,1
3835,0.08,0.21,2.12,0.11,6.59,0.06,0.08,0.08,0.63,0.63,0.044,16.72,1.89,0.008,31.56,3.59,0.02,0.37,0.09,1
3836,0.0,0.87,2.93,0.09,7.44,0.19,0.06,0.64,0.46,0.002,0.074,8.15,1.8,0.002,12.31,6.56,0.07,0.12,0.05,1
3837,0.05,0.25,3.06,0.09,1.16,0.54,0.05,1.03,0.04,0.007,0.067,14.51,1.37,0.0,20.03,2.42,0.05,0.23,0.0,1
3838,0.07,0.57,2.34,0.08,3.11,0.52,0.01,1.4,0.16,0.005,0.164,11.1,1.66,0.005,33.51,4.21,0.09,0.17,0.06,1
3839,0.08,0.09,3.3,0.12,2.96,0.07,0.05,1.34,0.72,0.72,0.17,17.24,2.04,0.006,43.96,4.35,0.08,0.47,0.08,1
3840,0.03,0.68,1.61,0.12,6.45,0.36,0.03,1.48,0.34,0.004,0.183,4.1,1.68,0.005,46.99,7.7,0.06,0.44,0.08,1
3841,0.05,0.47,0.79,0.05,5.3,0.08,0.09,0.69,0.77,0.77,0.11,0.85,1.33,0.003,33.74,3.34,0.06,0.48,0.04,1
3842,0.07,0.51,2.99,0.03,0.68,0.88,0.02,1.32,0.62,0.62,0.103,14.5,1.56,0.01,15.8,5.29,0.06,0.46,0.0,1
3843,0.05,0.12,3.66,0.12,7.53,0.48,0.06,0.88,0.36,0.005,0.072,3.73,1.36,0.009,13.14,4.59,0.1,0.39,0.06,1
3844,0.09,0.2,1.9,0.08,7.39,0.89,0.1,0.61,0.98,0.98,0.076,1.3,1.07,0.003,6.04,2.95,0.04,0.02,0.05,1
3845,0.03,0.06,2.35,0.07,1.33,0.56,0.03,1.03,0.01,0.008,0.014,11.69,1.76,0.006,16.3,1.38,0.06,0.19,0.06,1
3846,0.01,0.95,3.27,0.09,7.87,0.04,0.09,0.12,0.52,0.52,0.121,11.04,1.15,0.002,2.73,5.97,0.08,0.2,0.01,1
3847,0.04,0.72,2.28,0.08,2.45,0.2,0.09,1.43,0.68,0.68,0.089,5.23,1.52,0.004,40.23,2.61,0.03,0.08,0.04,1
3848,0.04,0.65,4.09,0.13,6.35,0.59,0.03,0.51,0.57,0.57,0.176,3.98,1.11,0.001,41.66,4.67,0.02,0.11,0.05,1
3849,0.08,0.53,3.66,0.04,5.76,0.29,0.08,0.25,0.74,0.74,0.169,7.4,1.88,0.001,46.19,3.08,0.06,0.49,0.02,1
3850,0.07,0.5,2.92,0.08,0.96,0.54,0.03,0.93,0.82,0.82,0.175,17.99,1.6,0.003,13.8,4.85,0.01,0.27,0.02,1
3851,0.03,0.06,1.4,0.05,0.21,0.68,0.05,0.93,0.83,0.83,0.166,8.69,1.92,0.007,37.54,0.06,0.08,0.18,0.02,1
3852,0.04,0.13,3.49,0.07,3.87,0.44,0.02,0.45,0.38,0.009,0.128,4.52,1.75,0.002,22.07,1.34,0.01,0.13,0.07,1
3853,0.06,0.45,4.37,0.02,6.2,0.34,0.08,1.18,0.81,0.81,0.075,0.62,1.25,0.005,40.75,4.88,0.08,0.04,0.01,0
3854,0.18,0.17,3.01,0.12,4.84,0.13,0.01,1.23,0.0,0.008,0.196,9.64,2.03,0.008,10.7,5.94,0.03,0.1,0.07,1
3855,0.07,0.11,2.37,0.03,1.98,0.14,0.02,0.26,0.61,0.61,0.142,2.35,1.91,0.006,13.44,1.2,0.0,0.45,0.0,1
3856,0.12,0.95,2.42,0.13,5.69,0.32,0.05,0.9,0.16,0.007,0.037,3.71,1.79,0.001,49.63,6.24,0.09,0.47,0.05,1
3857,0.04,0.8,2.51,0.03,3.04,0.82,0.03,0.05,0.45,0.009,0.111,15.77,1.64,0.006,56.2,4.35,0.05,0.38,0.03,1
3858,0.07,0.51,2.49,0.05,5.58,0.16,0.02,0.12,0.87,0.87,0.143,14.42,1.92,0.009,0.79,2.74,0.07,0.24,0.02,1
3859,0.08,0.14,3.75,0.04,3.16,0.09,0.02,1.25,0.11,0.003,0.014,17.28,2.21,0.01,27.73,0.19,0.07,0.29,0.02,1
3860,0.07,0.59,3.14,0.04,1.21,0.29,0.04,0.47,0.74,0.74,0.175,13.23,1.33,0.005,34.94,4.45,0.07,0.19,0.07,1
3861,0.07,0.51,1.24,0.07,0.86,0.04,0.02,0.78,0.8,0.8,0.092,1.34,1.23,0.01,56.0,3.0,0.0,0.23,0.03,1
3862,0.01,0.95,4.05,0.09,1.45,0.41,0.1,0.57,0.6,0.6,0.146,0.98,1.65,0.01,27.99,5.32,0.07,0.39,0.03,1
3863,0.08,0.04,2.94,0.01,1.83,0.7,0.05,0.48,0.29,0.002,0.174,15.83,1.72,0.01,2.67,0.53,0.05,0.21,0.07,1
3864,0.04,0.64,0.97,0.05,2.38,0.08,0.07,0.92,0.7,0.7,0.018,1.07,1.74,0.008,34.42,4.98,0.03,0.3,0.01,1
3865,0.04,0.66,3.53,0.11,1.59,0.01,0.07,1.23,0.96,0.96,0.142,0.98,1.32,0.002,27.48,5.17,0.02,0.23,0.04,1
3866,0.06,0.41,2.43,0.09,1.7,0.12,0.07,0.86,0.37,0.002,0.113,0.39,2.27,0.01,18.3,7.65,0.08,0.19,0.03,1
3867,0.04,0.6,1.91,0.06,2.75,0.42,0.09,0.47,0.04,0.007,0.176,19.62,1.77,0.008,8.16,7.17,0.06,0.45,0.02,1
3868,0.01,0.29,1.53,0.11,1.81,0.45,0.0,0.45,0.3,0.008,0.197,15.61,2.16,0.001,32.55,4.86,0.05,0.04,0.06,1
3869,0.35,0.36,3.4,0.08,6.54,0.39,0.02,0.67,0.68,0.68,0.105,5.53,1.42,0.003,47.78,6.25,0.04,0.18,0.01,1
3870,0.09,0.32,1.39,0.04,7.77,0.89,0.01,1.0,0.75,0.75,0.119,9.55,1.14,0.009,29.37,2.38,0.09,0.24,0.02,1
3871,0.11,0.46,2.44,0.02,6.72,0.11,0.08,1.06,0.07,0.001,0.147,8.26,2.05,0.002,10.01,6.02,0.03,0.35,0.07,1
3872,0.17,0.93,4.5,0.09,2.35,0.08,0.04,0.66,0.68,0.68,0.182,3.01,1.73,0.009,24.56,6.17,0.01,0.07,0.07,1
3873,0.08,0.68,1.69,0.09,1.48,0.57,0.09,1.39,0.11,0.0,0.118,6.09,1.84,0.001,28.51,1.42,0.04,0.05,0.07,1
3874,0.12,0.15,0.71,0.02,5.92,0.7,0.04,0.95,0.61,0.61,0.16,11.98,1.62,0.002,30.57,0.15,0.05,0.38,0.04,1
3875,0.14,0.45,1.23,0.12,5.56,0.76,0.0,1.19,0.09,0.005,0.032,15.86,1.24,0.005,41.28,5.57,0.09,0.02,0.06,1
3876,0.09,0.01,4.13,0.09,8.05,0.06,0.03,1.37,0.93,0.93,0.161,3.23,2.25,0.009,12.54,1.8,0.04,0.09,0.01,0
3877,0.05,0.89,1.75,0.05,5.06,0.66,0.05,0.91,0.15,0.008,0.05,10.22,1.56,0.005,35.75,7.93,0.09,0.42,0.01,1
3878,0.03,0.22,2.54,0.12,5.19,0.59,0.07,1.04,0.76,0.76,0.043,3.21,2.02,0.002,6.84,3.13,0.08,0.27,0.0,1
3879,0.05,0.75,2.32,0.06,7.18,0.11,0.09,1.05,0.38,0.003,0.076,11.9,1.33,0.01,26.28,5.65,0.07,0.38,0.05,1
3880,0.0,0.9,2.08,0.04,5.92,0.57,0.03,0.95,0.33,0.006,0.072,3.55,2.08,0.002,27.82,4.53,0.02,0.11,0.02,1
3881,0.2,0.53,0.75,0.08,2.16,0.25,0.05,1.09,0.34,0.005,0.084,6.61,2.07,0.001,22.17,4.6,0.06,0.04,0.01,0
3882,0.19,0.86,3.83,0.11,0.54,0.08,0.09,0.39,0.41,0.006,0.037,17.9,1.24,0.005,15.23,4.07,0.02,0.41,0.06,1
3883,0.02,0.65,3.23,0.07,4.69,0.6,0.02,0.28,0.15,0.005,0.097,7.69,1.35,0.004,51.64,6.35,0.03,0.29,0.08,1
3884,0.16,0.17,4.29,0.03,2.6,0.72,0.09,0.2,0.44,0.007,0.035,6.33,2.14,0.005,2.83,3.1,0.09,0.49,0.01,1
3885,0.06,0.37,3.55,0.07,8.13,0.29,0.04,0.57,0.64,0.64,0.154,17.09,2.08,0.002,14.0,0.79,0.04,0.03,0.0,0
3886,0.25,0.13,3.68,0.01,3.92,0.04,0.05,1.36,0.72,0.72,0.161,12.27,1.34,0.008,48.98,6.59,0.06,0.11,0.04,1
3887,0.12,0.8,2.72,0.06,5.25,0.14,0.05,0.54,0.2,0.005,0.147,8.96,2.3,0.0,15.04,5.34,0.0,0.36,0.0,1
3888,0.04,1.02,1.35,0.01,2.03,0.71,0.04,0.54,0.11,0.005,0.019,15.77,2.26,0.007,49.41,0.6,0.09,0.13,0.03,1
3889,0.09,0.27,2.69,0.11,7.2,0.1,0.02,0.06,0.54,0.54,0.081,3.56,1.56,0.007,10.27,7.78,0.05,0.09,0.06,1
3890,0.18,0.26,2.48,0.11,6.51,0.58,0.08,1.22,0.52,0.52,0.176,4.24,1.98,0.006,39.55,0.82,0.01,0.47,0.08,1
3891,0.11,0.62,3.8,0.1,1.38,0.26,0.05,0.72,0.57,0.57,0.088,10.26,1.53,0.009,36.78,7.7,0.03,0.34,0.02,1
3892,0.07,0.03,3.18,0.12,5.27,0.39,0.0,0.3,0.76,0.76,0.022,7.07,2.38,0.009,11.53,6.31,0.09,0.35,0.06,1
3893,0.24,0.08,1.5,0.12,4.81,0.04,0.02,0.07,0.32,0.0,0.015,15.33,1.49,0.004,60.01,6.12,0.03,0.36,0.04,1
3894,0.06,0.33,1.42,0.06,5.72,0.82,0.03,0.04,0.84,0.84,0.11,11.89,1.71,0.002,19.51,4.18,0.09,0.07,0.06,1
3895,0.02,0.76,2.98,0.13,3.83,0.34,0.04,0.76,0.49,0.003,0.109,18.08,1.31,0.01,42.2,2.86,0.09,0.21,0.03,1
3896,0.1,0.42,2.67,0.04,4.01,0.05,0.01,0.61,0.78,0.78,0.146,16.53,1.67,0.003,4.64,4.9,0.05,0.48,0.06,1
3897,0.4,0.9,0.92,0.13,6.29,0.65,0.04,0.86,0.1,0.005,0.191,19.08,2.45,0.007,36.72,3.49,0.0,0.43,0.02,1
3898,0.09,0.52,2.89,0.12,4.63,0.63,0.05,1.13,0.81,0.81,0.017,2.08,2.26,0.008,12.94,3.14,0.03,0.18,0.05,1
3899,0.16,0.24,0.59,0.03,4.66,0.38,0.07,0.78,0.22,0.005,0.053,0.52,1.68,0.006,47.2,3.56,0.01,0.33,0.05,1
3900,0.03,0.24,1.08,0.12,5.48,0.61,0.05,0.02,0.49,0.007,0.194,12.33,1.11,0.008,45.07,1.5,0.06,0.21,0.02,1
3901,0.02,0.93,2.36,0.12,2.95,0.46,0.03,0.73,0.9,0.9,0.024,9.9,2.04,0.007,7.81,7.52,0.03,0.26,0.08,1
3902,0.02,0.4,1.12,0.03,7.82,0.62,0.05,1.31,0.13,0.009,0.068,13.92,1.47,0.0,47.56,7.18,0.08,0.2,0.03,1
3903,0.08,0.94,2.25,0.08,3.28,0.77,0.02,1.47,0.97,0.97,0.166,12.95,1.35,0.005,17.2,3.54,0.05,0.5,0.01,1
3904,0.05,0.08,2.88,0.05,0.82,0.77,0.02,0.04,0.46,0.007,0.046,11.54,2.32,0.007,34.56,2.06,0.1,0.07,0.07,1
3905,0.04,0.61,0.46,0.09,2.13,0.7,0.08,0.71,0.66,0.66,0.014,8.32,1.61,0.006,19.06,6.67,0.01,0.16,0.02,1
3906,0.06,0.72,3.18,0.05,3.67,0.89,0.0,1.06,0.69,0.69,0.011,8.63,1.51,0.007,38.52,0.77,0.02,0.36,0.08,1
3907,0.09,0.09,3.99,0.03,3.49,0.36,0.07,1.13,0.5,0.5,0.03,9.21,1.94,0.006,37.51,2.08,0.09,0.24,0.03,1
3908,0.27,0.44,0.8,0.06,5.31,0.36,0.08,0.63,0.59,0.59,0.146,3.02,1.44,0.008,45.12,1.68,0.07,0.37,0.07,1
3909,0.06,0.58,3.54,0.06,7.99,0.8,0.07,0.36,0.34,0.007,0.114,8.05,1.89,0.001,1.51,7.04,0.02,0.09,0.0,1
3910,0.25,0.68,2.71,0.02,0.47,0.36,0.02,1.41,0.34,0.004,0.05,8.44,1.47,0.003,33.26,0.63,0.03,0.19,0.04,1
